tick,agent_id,action,action_name,message,reasoning,pool_pct,own_herd,payoff_add,payoff_keep,payoff_remove
51,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
51,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
51,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
52,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
52,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
52,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
53,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
53,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
53,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
54,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
54,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
54,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
55,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
55,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
55,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
56,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
56,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
56,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
57,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
57,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
57,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
58,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
58,2,0,KEEP,"Holding at 20 — our coordination remains excellent and the pasture is thriving. Equal payoffs for all, committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
58,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
59,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
59,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture thriving at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
59,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
60,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
60,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
60,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
61,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
61,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
61,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
62,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
62,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
62,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
63,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
63,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
63,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
64,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
64,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
64,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
65,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
65,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
65,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
66,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
66,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
66,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
67,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
67,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
67,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
68,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
68,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
68,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
69,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
69,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
69,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
70,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
70,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
70,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
71,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
71,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
71,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
72,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
72,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
72,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
73,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
73,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
73,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
74,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
74,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
74,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
75,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
75,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
75,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
76,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
76,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
76,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
77,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
77,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
77,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
78,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
78,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
78,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
79,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
79,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
79,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
80,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
80,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
80,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
81,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
81,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
81,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
82,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
82,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
82,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
83,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
83,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
83,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
84,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
84,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
84,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
85,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
85,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
85,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
86,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
86,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
86,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
87,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
87,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
87,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
88,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
88,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
88,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
89,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
89,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
89,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
90,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
90,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
90,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
91,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
91,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
91,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
92,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
92,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
92,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
93,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
93,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
93,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
94,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
94,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
94,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
95,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
95,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
95,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
96,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
96,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
96,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
97,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
97,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
97,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
98,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
98,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
98,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
99,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
99,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
99,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
100,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
100,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
100,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
101,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
101,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
101,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
102,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
102,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
102,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
103,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
103,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
103,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
104,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal outcomes for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
104,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
104,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
105,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
105,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
105,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
106,0,0,KEEP,"Holding at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
106,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
106,1,0,KEEP,"Holding steady at 20. Our coordination remains excellent — pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
107,2,0,KEEP,"Holding at 20 — our coordination remains excellent. Pasture stable at 97.5%, equal payoffs for all. Committed to this equilibrium!",,97.5,20,41.705,40.0,38.291
