tick,agent_id,action,action_name,message,reasoning,pool_pct,own_herd,payoff_add,payoff_keep,payoff_remove
44,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 44 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
44,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 44 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
44,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 44 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
45,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 45 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
45,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 45 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
45,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 45 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
46,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 46 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
46,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 46 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
46,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 46 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
47,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 47 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
47,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 47 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
47,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 47 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
48,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 48 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
48,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 48 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
48,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 48 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
49,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 49 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
49,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 49 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
49,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 49 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
50,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 50 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
50,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 50 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
50,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 50 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
51,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 51 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
51,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 51 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
51,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 51 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
52,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 52 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
52,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 52 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
52,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 52 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
53,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 53 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
53,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 53 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
53,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 53 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
54,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 54 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
54,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 54 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
54,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 54 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
55,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 55 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
55,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 55 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
55,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 55 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
56,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 56 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
56,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 56 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
56,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 56 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
57,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 57 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
57,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 57 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
57,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 57 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
58,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 58 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
58,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 58 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
58,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 58 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
59,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 59 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
59,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 59 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
59,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 59 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
60,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 60 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
60,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 60 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
60,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 60 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
61,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 61 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
61,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 61 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
61,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 61 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
62,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 62 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
62,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 62 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
62,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 62 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
63,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 63 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
63,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 63 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
63,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 63 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
64,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 64 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
64,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 64 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
64,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 64 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
65,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 65 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
65,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 65 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
65,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 65 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
66,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 66 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
66,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 66 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
66,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 66 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
67,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 67 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
67,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 67 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
67,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 67 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
68,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 68 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
68,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 68 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
68,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 68 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
69,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 69 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
69,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 69 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
69,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 69 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
70,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 70 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
70,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 70 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
70,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 70 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
71,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 71 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
71,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 71 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
71,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 71 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
72,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 72 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
72,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 72 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
72,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 72 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
73,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 73 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
73,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 73 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
73,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 73 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
74,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 74 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
74,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 74 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
74,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 74 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
75,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 75 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
75,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 75 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
75,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 75 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
76,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 76 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
76,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 76 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
76,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 76 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
77,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 77 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
77,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 77 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
77,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 77 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
78,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 78 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
78,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 78 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
78,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 78 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
79,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 79 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
79,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 79 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
79,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 79 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
80,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 80 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
80,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 80 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
80,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 80 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
81,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 81 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
81,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 81 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
81,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 81 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
82,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 82 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
82,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 82 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
82,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 82 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
83,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 83 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
83,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 83 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
83,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 83 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
84,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 84 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
84,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 84 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
84,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 84 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
85,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 85 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
85,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 85 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
85,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 85 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
86,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 86 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
86,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 86 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
86,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 86 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149
